5.000000000000000104e-03,-1.234220860634708693e-04,3.537689367187143996e-02,4.379110783460608047e+01,-1.992616942142899195e+00
1.000000000000000021e-02,4.434158389426467312e-03,1.425581506148156929e+00,2.419835980072355142e+02,1.878107737609398864e+00
1.499999999999999944e-02,1.225407971430399375e-02,1.649687868305921734e+00,3.986310078332160600e+01,-1.131852903574914748e+00
2.000000000000000042e-02,2.013362624129731715e-02,1.516806729831661649e+00,-3.326473537298931404e+01,-1.270501341284390406e+00
2.500000000000000139e-02,2.592847002870797210e-02,9.236681331242008186e-01,-1.157104331136667952e+02,-5.548302198824046627e-01
3.000000000000000236e-02,2.881066857899155023e-02,3.744175471824955914e-01,-9.162713817564483065e+01,1.975745026172398111e+00
3.500000000000000333e-02,2.972377424951603425e-02,9.103084359043885077e-02,-3.574779694828793453e+01,2.169436504027483892e+00
4.000000000000000083e-02,3.097740595142409181e-02,3.607561582701800384e-01,5.574105708763334377e+01,2.510161668578263949e+00
4.499999999999999833e-02,3.389122604150730106e-02,7.193689875520961063e-01,6.518274144508055201e+01,2.187390839329127701e+00
4.999999999999999584e-02,3.843353382341837404e-02,1.020918889821854636e+00,5.258993141980712238e+01,1.703496301835714988e+00
5.499999999999999334e-02,4.431514063674592274e-02,1.267925097497861087e+00,4.257049199832924558e+01,1.382842002353795507e+00
5.999999999999999084e-02,5.126821160342224376e-02,1.462347180601459851e+00,3.312561622449426579e+01,1.087427859814466657e+00
6.499999999999998834e-02,5.904103253118923866e-02,1.606740503970263578e+00,2.354546317871761119e+01,7.557137611540587496e-01
6.999999999999999278e-02,6.740603193666767912e-02,1.707355933721542263e+00,1.451151789812190351e+01,4.084014966241086286e-01
7.499999999999999722e-02,7.616425621890700326e-02,1.770375595053745643e+00,6.457362610306903505e+00,9.262953849785593441e-02
8.000000000000000167e-02,8.513795134024948474e-02,1.799362494192536133e+00,-7.959291212858200515e-01,-1.745995745231351259e-01
8.500000000000000611e-02,9.415934182802351837e-02,1.795527437914081981e+00,-7.570977632323578455e+00,-3.948295117563151990e-01
9.000000000000001055e-02,1.030677074683439831e-01,1.760469394157422318e+00,-1.376054172960658839e+01,-5.690201034919417644e-01
9.500000000000001499e-02,1.117128682602701456e-01,1.696553995057341613e+00,-1.925766855534581978e+01,-7.028344707717875117e-01
1.000000000000000194e-01,1.199595563477955651e-01,1.607051894330989938e+00,-2.395043771017529721e+01,-8.011012819317259170e-01
1.050000000000000239e-01,1.276888162005316296e-01,1.495150652420364601e+00,-2.789361862849522566e+01,-8.696289649267889832e-01
